word,logfreq
reverse,-10.82030488
distant,-11.39888764
unequal,-13.73078993
sharpen,-13.64806104
plastic,-10.38645548
methane,-12.38970773
mislead,-13.41660703
keynote,-12.43116186
discard,-13.63022384
turmoil,-10.75176452
saddled,-12.99905994
whisper,-13.34686311
scenery,-12.68054472
accuses,-11.73528841
digging,-11.95388663
ceiling,-11.44598932
airfare,-12.90867081
thrives,-13.56189532
stemmed,-12.5597967
visitor,-11.63327238
beaming,-13.24280238
whereby,-12.58069404
strings,-12.18579379
wardens,-13.50433691
longest,-11.05295416
candles,-12.45881752
upgrade,-11.31321305
jackets,-12.08197023
sharply,-10.30318962
casting,-11.59641029
foliage,-13.24917594
travels,-11.70404601
carrier,-10.75410694
charity,-10.04700999
militia,-11.13939458
disturb,-13.50985321
studies,-9.910066048
bearish,-13.41157957
vividly,-13.15629656
mammoth,-12.65629942
rebound,-11.03169048
monkeys,-12.34990432
servant,-12.24075189
insists,-10.73834966
coerced,-13.50801183
classic,-10.52590717
frantic,-12.40608372
attacks,-8.831665056
robotic,-12.3915148
patient,-9.94514455
denials,-12.95840549
citizen,-10.95610582
pretend,-12.12511952
fascist,-13.15048714
fighter,-11.13158583
compact,-11.92097348
studied,-10.81543215
leveled,-12.68417221
redress,-13.27435563
darkest,-13.11383459
invests,-13.05538646
drifted,-12.64264855
leaving,-9.301380902
boyhood,-13.69909876
governs,-13.38926683
prelude,-13.23436801
studios,-11.21832812
fulfill,-12.21769611
halving,-13.59547553
testing,-10.03294926
evasive,-13.70244603
rangers,-13.33750679
brother,-9.704132048
approve,-10.83005701
setting,-9.875785161
rundown,-13.38518895
loosely,-12.82299046
upscale,-12.07053674
ominous,-12.62841788
diverse,-11.09713846
rallies,-11.37428912
nearest,-11.73622717
lenient,-13.14279282
blurred,-13.12632151
signing,-10.52572204
hygiene,-12.38460751
conjure,-13.47898637
bungled,-13.67379704
cropped,-13.2378737
sibling,-12.72707283
animals,-10.00142572
altered,-11.92361339
cobbled,-13.5436098
marital,-12.58653639
factors,-9.986301417
hazards,-12.5587283
suffers,-11.79719802
schemes,-10.95789999
assists,-10.66700037
bearing,-11.39021426
pairing,-12.55481759
nearing,-12.29534388
fertile,-12.63762546
provoke,-12.32958885
favored,-11.46370541
happily,-11.91160725
coffins,-13.14215409
studded,-13.62710844
strives,-13.51170057
delight,-11.96621697
secured,-10.650486
injured,-9.317049764
weakens,-13.54170395
factory,-10.42965474
hurried,-13.34529781
comedic,-13.48796668
morally,-12.63339515
swirled,-13.33983792
anguish,-12.957344
derided,-12.96854999
obscene,-12.77764266
emitted,-13.07488959
runners,-11.49924051
confuse,-12.94573897
cushion,-12.07294409
shallow,-12.05191228
carnage,-12.74407627
martial,-12.04762947
replace,-10.05370729
elderly,-10.53976459
improve,-9.43734648
obvious,-10.36406675
passage,-11.00829552
pitches,-11.60350916
opposes,-11.81956648
collars,-13.68801872
ecology,-13.36823985
oversaw,-12.24673032
decider,-13.2470472
enemies,-11.33403187
dignity,-11.84227342
essence,-12.05363001
quizzed,-13.53411854
ratchet,-13.73424542
harshly,-12.88667651
actions,-9.84828769
lateral,-13.67706141
glowing,-12.70086596
pursued,-11.63723398
journal,-10.70359743
slowing,-11.13741528
taunted,-13.46920176
grapple,-13.09905107
tatters,-13.6459452
defends,-13.03855618
tankers,-12.57923881
insults,-12.68417221
explain,-10.16876148
optical,-12.69595109
crashes,-11.87787024
teeming,-13.24633915
emptied,-12.94573897
trooper,-12.93790166
bellies,-13.69354263
ferries,-13.5006758
midsize,-13.45252114
guarded,-12.03005269
neurons,-13.31373352
barrels,-10.75645327
invited,-10.41656477
popular,-9.149219172
cleared,-10.52576809
tearful,-13.0784761
churned,-13.61884907
pitting,-13.23087269
steeply,-13.46831642
learned,-9.984833289
allowed,-8.958914658
helping,-9.598159023
derives,-13.46038746
parents,-8.850709738
receipt,-12.51961106
capital,-8.487428355
brokers,-11.58719995
rabbits,-13.05480092
backing,-10.36192765
aspirin,-12.9425964
refuses,-11.8055488
devised,-12.27261368
survive,-10.50884179
geology,-13.64911885
burying,-13.05421721
puppets,-13.47274889
restore,-10.60857918
depress,-13.70132836
history,-8.696288941
working,-8.430237897
spirits,-11.76286785
pledges,-11.7676996
highway,-10.96525629
induced,-12.8215997
pleased,-10.59045392
stiffer,-13.63439152
fitting,-11.96444628
austere,-13.26854413
stifled,-13.64806104
replica,-12.60912866
scruffy,-13.6662213
concern,-9.478335948
durable,-12.21567144
initial,-9.879371207
blacked,-13.48977306
adviser,-10.27488441
lighter,-11.88601724
society,-9.74682566
subject,-9.538893476
forgive,-12.44061236
suffice,-13.70356486
spinach,-13.09234802
passing,-10.21542798
operate,-10.43803661
wealthy,-10.66925829
comment,-9.139202466
inhibit,-13.66084592
decency,-12.97988309
trumped,-13.35789019
federal,-8.457878589
incomes,-11.4190797
dialing,-12.68943477
gimmick,-13.28460812
cheeses,-13.39254087
swamped,-12.84266697
verdict,-10.68778788
steroid,-12.42865665
tongues,-13.61065647
forgery,-13.33673174
hotspot,-13.4250414
modesty,-13.44817686
crumble,-13.45688293
morphed,-13.47186055
odyssey,-13.70805121
leasing,-12.52855661
shatter,-13.70132836
another,-7.769048055
renters,-13.23366734
crusade,-13.14151627
outcome,-10.3793398
unified,-12.22838931
arrived,-9.468776766
plugged,-13.16998543
regards,-12.10206949
changed,-9.511626724
trailed,-11.56889832
buttons,-12.30995608
revoked,-12.51244404
closing,-9.966404319
witness,-10.51847189
unveils,-13.69909876
seizing,-12.4289698
heinous,-13.41492822
stardom,-12.96747768
lightly,-11.9348104
hotline,-12.95628366
slowest,-13.03798053
females,-12.07513846
abiding,-13.30919812
current,-8.552338919
shipped,-11.64463103
biofuel,-12.71700777
utilize,-12.98314447
swollen,-12.48593345
locking,-12.80460432
bottles,-11.08458247
thrills,-13.63962644
striker,-10.54498086
nursing,-11.12544944
sniffer,-13.65549862
infants,-11.88510841
sandals,-13.20743399
biology,-12.14989488
alleges,-11.66234942
justify,-11.35668355
achieve,-10.2574718
suppose,-11.78809244
concede,-12.17943543
rooting,-12.90765951
ovation,-12.29233739
thirsty,-13.6902246
drained,-12.59684437
flights,-9.959046638
circuit,-11.26664902
forbids,-13.37144551
bearded,-13.04317056
fifteen,-13.43611453
monthly,-10.29087056
praying,-12.44823645
denying,-11.55066714
valuing,-13.07668146
ushered,-12.79824804
orderly,-12.63262747
recalls,-11.21497694
cooling,-11.9501972
century,-9.68457389
downing,-13.56578761
piloted,-13.44040563
staunch,-12.6113799
pinning,-13.51077678
clamped,-13.57361824
blazing,-13.02938959
prefers,-12.26887405
suicide,-9.597643013
seminal,-13.24068769
include,-8.614695226
planets,-12.22150159
horizon,-11.99904861
teasing,-13.49248688
halfway,-11.62316058
setback,-11.60419533
spouses,-12.26834146
playoff,-10.59674297
snubbed,-13.45339221
hallway,-12.74880255
worries,-10.69169007
skipper,-12.07141172
swagger,-13.33750679
reviled,-13.63230538
winding,-12.1986307
touring,-11.77939558
stocked,-12.85792298
escaped,-10.73788914
terrier,-13.50158992
loyalty,-11.50742229
hostess,-13.46214365
virtual,-10.90262206
scandal,-10.28476802
onerous,-13.16214052
smoking,-10.61912272
stormed,-11.77857862
fanning,-13.57165528
tripled,-12.30110794
private,-8.615012753
affable,-13.70244603
torched,-13.22739118
curtail,-12.74665056
summary,-11.94690749
overlap,-13.04838822
ditched,-13.13579112
crowded,-11.11892875
backers,-11.69604775
omitted,-13.12193371
bribery,-12.06486893
assault,-9.954688996
tracker,-12.76881524
product,-9.393466576
bribing,-13.63752925
urinary,-13.69576186
earnest,-12.26143831
onwards,-13.07250549
whining,-13.31600985
accrued,-13.20947937
signals,-11.05247983
cluster,-12.06139732
margins,-11.04846066
replies,-13.00293979
pushing,-10.22470279
pianist,-12.39241856
scrappy,-13.48706522
pretext,-13.2378737
handout,-13.65549862
teaches,-12.01774192
straits,-13.57361824
charmed,-13.50709195
bailing,-12.99574652
dietary,-12.60240972
texting,-12.48460947
vitamin,-11.83810666
implied,-11.88911123
sketchy,-13.62193845
persons,-11.77906838
imports,-10.94781951
fielder,-12.28743841
brigade,-12.28121176
veteran,-10.22767658
hawkish,-13.08750223
expense,-10.46124505
engaged,-10.59779526
inflate,-13.37950686
bombers,-11.33717605
endemic,-13.01748614
several,-8.174719339
mussels,-13.67271114
adopted,-10.45627377
demoted,-13.50342048
suspect,-9.840312456
connect,-11.2483262
disease,-9.36514547
rallied,-11.02298694
massive,-9.674827047
awarded,-10.27532052
writing,-9.979822864
cardiac,-12.02273162
collect,-10.89787505
printed,-11.50555719
satisfy,-11.77972278
adapted,-11.9238022
comfort,-10.99620327
remains,-8.992167211
stumped,-13.60963781
showbiz,-13.58747243
sourced,-13.24350836
guitars,-13.10579926
vinegar,-13.30093345
slammed,-11.63595949
orphans,-12.66062759
styling,-13.17327352
possess,-12.23300714
wishful,-13.5995016
honours,-12.61929458
dealing,-10.32848329
pillows,-13.38681757
tsunami,-11.52095688
hopping,-13.53695648
steeper,-13.28166772
convict,-12.79643843
blocked,-10.50198607
docking,-13.28020097
varying,-12.12881954
decline,-9.531135146
minivan,-12.91883004
holding,-9.492309186
temblor,-13.51170057
remorse,-12.71867783
sensual,-13.69909876
ghostly,-13.74702016
loading,-12.70539284
reserve,-10.74280124
emirate,-12.8137548
wrecked,-12.60763244
rupture,-13.5815115
appoint,-11.77972278
rescind,-13.67488409
handbag,-12.85313038
destiny,-12.6238461
distort,-13.52004744
beliefs,-11.29613938
discuss,-9.634906439
scholar,-12.10342502
flagged,-12.79643843
excuses,-12.49591861
renewal,-12.21896253
martyrs,-13.72277256
pumpkin,-13.08267831
peoples,-12.28689477
chatted,-13.00683577
artists,-10.29638134
boarded,-12.10432833
viewing,-11.37865712
utility,-10.91342211
breadth,-12.76486792
profile,-10.65626112
elevate,-13.31449245
amazing,-10.89274489
holders,-11.19264969
garment,-13.08508682
explode,-12.54142575
bracing,-12.39121293
cabaret,-13.72049323
throats,-13.2183959
parties,-9.319266462
amusing,-12.60613761
dinners,-12.50128479
fending,-13.6459452
rumbled,-13.64700278
chasing,-11.64949708
sprayed,-12.73087324
erected,-12.29753594
bulging,-13.57755773
hapless,-12.94469038
exhaust,-12.7483722
website,-9.434774032
emperor,-13.02711233
flanked,-12.78834001
fairway,-12.91985101
playful,-12.85552369
wheeled,-13.31829148
vending,-13.26060827
marshal,-13.26276649
bizarre,-11.55092572
evolved,-11.75311272
coating,-13.26348651
praised,-10.71373387
classed,-13.18586337
mixture,-11.63737558
entries,-11.86319471
contend,-11.62441894
tallies,-13.26637349
dispute,-10.06256004
closely,-10.09346925
scarves,-12.89511664
horrors,-12.7852085
sensing,-13.34451609
shutter,-13.47363723
sources,-9.606159355
balloon,-11.92267048
hopeful,-10.98854279
scourge,-13.27508463
hideout,-13.63857762
gathers,-13.22530872
soprano,-13.03970747
futures,-10.43854939
sifting,-13.692436
spinner,-12.81559456
volumes,-11.25034557
filters,-12.91679018
relates,-12.48229767
clerics,-12.31190292
shadows,-12.36094913
plotted,-12.91322946
percent,-7.035785457
farmers,-10.20874818
raiding,-13.58747243
sharing,-10.68013961
species,-10.13993657
bishops,-11.70086937
grammar,-12.70911151
divorce,-10.79654519
surgery,-9.753806637
arising,-12.58763541
enraged,-12.84172061
unleash,-12.97555054
magical,-12.16299681
shunned,-12.76486792
colored,-12.58434133
earmark,-13.35472713
chopped,-12.7037435
visibly,-12.73979714
presses,-13.18853506
notions,-12.99079688
deepest,-12.24153016
buildup,-12.35221888
exclude,-12.05384415
broader,-10.59424237
telling,-10.03869306
renting,-12.34586605
plainly,-13.06420467
agendas,-13.16409634
kicking,-11.5650675
playing,-9.027397684
screwed,-13.16018885
goodbye,-12.25458352
enclave,-12.38341085
culture,-9.749011734
loudest,-13.40657835
charged,-9.012303317
faulted,-13.28534379
barrier,-11.38491463
surgeon,-11.5724786
heroics,-13.55801707
choices,-10.71627017
scoffed,-13.5995016
tractor,-12.90513864
contact,-9.622866221
abysmal,-13.68143011
infused,-13.51540083
triumph,-11.19912226
punters,-13.26709696
copying,-13.12820848
vaccine,-10.39162248
teacher,-10.14270013
present,-9.490071534
pitcher,-11.16992226
inroads,-12.9578759
mothers,-10.87123414
because,-7.166720117
feather,-13.6198774
isolate,-12.73045003
spectre,-13.59046648
puppies,-13.34764599
flipped,-12.58836994
compass,-13.37950686
million,-7.087838617
venture,-10.36880087
conveys,-13.69798523
provide,-8.690816847
checked,-11.05208608
footage,-10.67850777
kidding,-13.15824087
praises,-13.28240224
booming,-11.66642661
ability,-9.329435829
priests,-11.67994347
asserts,-13.22046501
chances,-10.0858995
chanted,-12.44823645
harming,-12.85122016
sellers,-11.45551649
smokers,-11.96150128
toppled,-12.00190244
climbed,-10.80489506
harvest,-11.89735034
turtles,-12.7991541
fouling,-13.53885266
vacated,-12.90463461
plumber,-13.22461426
summers,-12.81790037
pullout,-13.25988987
borough,-11.69695037
weakest,-12.34644147
pinched,-13.71708426
leaking,-12.36007254
widower,-13.21770743
surfers,-12.81651698
lowered,-11.37309177
staring,-12.26834146
heaters,-13.63334845
serious,-8.960872777
offense,-10.76488925
chronic,-11.08173187
indexes,-12.13230243
stellar,-12.43022241
ratings,-10.426103
shelves,-11.61010906
looking,-8.689418027
doorway,-13.48256896
hurling,-13.30618564
appeals,-10.65977463
network,-9.171531452
vendors,-11.67522087
leaning,-12.22506668
averted,-12.93946443
rockets,-11.34900581
shortly,-10.06068367
tariffs,-12.18187617
seaside,-12.1949111
waiting,-9.752857972
divided,-10.65371353
kickoff,-12.37064071
pasture,-13.680335
wickets,-11.54975646
slugger,-12.81054269
smarter,-12.4610759
stating,-12.03827315
gorilla,-13.26420814
killing,-9.231061335
jobless,-11.20196135
rollout,-13.30844379
propose,-11.76592569
readily,-12.05470532
inquest,-11.09244257
limping,-13.49430063
crafted,-12.44823645
liquids,-13.15113071
convene,-12.89063903
weekday,-13.00293979
hurting,-11.78004836
deprive,-13.30995267
poultry,-12.40150848
reduced,-9.799739986
strains,-11.75041041
parsley,-13.70805121
flashes,-12.73596288
aroused,-13.34139447
medical,-8.936135645
designs,-11.23582086
greatly,-11.32134348
strides,-12.65042645
shrinks,-13.68801872
tagging,-13.68581745
courage,-11.44365081
railway,-11.2916148
notable,-11.54612782
thieves,-11.91366047
wasting,-12.4440994
cameras,-10.47524845
deliver,-9.948699742
hurdles,-11.9388268
careers,-11.35979435
inhuman,-13.67815215
payment,-10.26380529
invites,-12.73171944
worried,-10.0210815
fastest,-10.99448692
nowhere,-11.2790542
tyranny,-13.16736394
created,-9.31257515
lurking,-12.94678895
assuage,-13.56189532
serving,-9.894762377
referee,-11.17992031
tightly,-11.94574929
golfing,-13.27946875
hunting,-11.11833906
compare,-11.39198748
probing,-12.67973974
bullets,-11.7096687
digital,-9.932257672
oysters,-13.03338987
passion,-11.05770669
painter,-12.19342686
tumours,-13.42165867
regroup,-13.28093457
sneaked,-13.37064421
