word,logfreq
spree,-11.95622283
domestic,-9.431552485
Disney,-10.60080704
libert,-20.55427912
poppies,-13.51170057
fetching,-13.88597887
Theodore,-12.6817522
floor,-9.708384922
Shearer,-12.49324646
Worth,-12.09420547
Studio,-12.41468226
searches,-11.42927324
column,-10.94122582
indices,-12.74150658
Bureau,-10.68401095
Earth,-10.20180749
valleys,-12.90111787
dignity,-11.84227342
thrilled,-11.8473322
hygienic,-14.97500031
Lankan,-11.77044888
Amid,-11.90232622
Girls,-11.59641029
issuers,-12.69840518
deepen,-12.71784222
luncheon,-13.16214052
Gone,-12.38430794
ignited,-12.50871062
Balls,-11.75965897
Roeder,-12.83184321
Blood,-11.96621697
office,-8.361177844
dentist,-12.50128479
fuels,-11.40414973
contains,-10.78161523
Pam,-12.92292335
made,-7.29927948
articles,-11.25044228
dribble,-14.15214228
rarity,-13.13072935
pirates,-10.74349731
marks,-10.59995278
He,-6.739239668
American,-7.753997668
drawing,-10.58643108
equally,-10.80292427
Perez,-11.73372726
beastly,-15.47764542
Julian,-11.87050634
madness,-12.59094146
strained,-11.43215539
premiums,-11.35315714
protocol,-11.99255739
fable,-14.11094144
slows,-12.85504475
Let,-10.35915925
field,-9.009309727
Steelers,-11.84803104
Calgary,-12.11318568
helped,-8.91687429
employer,-11.1760697
Knicks,-11.3701569
pink,-11.21748906
firewood,-14.02555536
Fisher,-11.21646464
seniors,-11.54794088
Bright,-12.75658621
activism,-12.64614134
wounds,-11.03875412
February,-8.905681654
blunt,-12.02440099
So,-8.490336289
chanting,-12.29179168
job,-8.429452255
Pizza,-12.83231202
Malawi,-12.41068037
nuisance,-12.90061613
drone,-11.87787024
forgiven,-12.5144862
Rugby,-11.72008444
Tomorrow,-12.46755721
Musical,-12.56803143
Brendan,-12.16203802
Fox,-10.0359737
quantity,-12.08684572
whatever,-10.25768594
maneuver,-12.76180848
nanotech,-16.25622543
explores,-12.72665122
Rene,-12.9021211
Jews,-10.87658535
credence,-13.65336712
Social,-10.45840689
slips,-12.68054472
called,-7.941971505
clothing,-10.64800543
Imam,-12.84931293
Hawks,-12.11273046
moving,-9.456148929
bubbles,-12.3697556
Duchy,-14.25156491
gripping,-12.76662019
cooked,-11.97591454
Pamela,-12.53236508
engage,-10.89227378
Slovenia,-12.36270439
slowdown,-10.88770868
pipe,-11.71501553
Kercher,-11.9397856
Senior,-10.82306406
radios,-12.86806265
recent,-8.175888592
target,-9.463926371
interest,-8.584757245
Egypt,-10.35192061
pitcher,-11.16992226
royalty,-12.34270414
castle,-12.25774174
Logan,-12.38072373
broader,-10.59424237
honestly,-12.21921673
Teesside,-12.73681391
Opera,-11.48258891
Addis,-13.53790399
orderly,-12.63262747
Walt,-11.74914076
Abraham,-12.07294409
chin,-12.86322123
Kashmir,-11.8471572
Masters,-10.8604212
V,-11.87104307
Ventures,-12.61401014
quo,-12.14094173
rash,-12.40150848
Flower,-12.62270632
tenure,-11.3432855
Wii,-11.66336716
Majesty,-12.92960936
Top,-10.58346166
sluggish,-12.01795007
Chaudhry,-12.70127582
NAACP,-12.87049141
Ark,-12.23713107
acre,-12.78208596
Barrett,-12.20586312
stocked,-12.85792298
Holloway,-12.65433762
attended,-10.12180602
lawyer,-9.539310704
Adan,-15.4451944
Owners,-12.91373672
bred,-12.77101536
payments,-9.758406972
Keane,-11.82724997
Peer,-12.94626396
Bulldogs,-12.27074168
crises,-11.63539306
collect,-10.89787505
Akubio,-20.55427912
Lula,-12.2469919
PhD,-12.72496711
admit,-10.86768172
tacky,-13.84647802
oryx,-16.51749446
Speedway,-12.76006427
Either,-11.89496348
order,-8.824261324
viewing,-11.37865712
variable,-12.33270931
stick,-10.63574808
corrupt,-11.34804955
Grounds,-14.30320499
lizards,-13.76589814
WFP,-12.93012583
Unlike,-10.9125287
fraud,-9.840429888
autonomy,-11.95252488
Katz,-12.71575608
INLA,-14.94357463
CD,-11.62637959
visual,-11.30210216
brake,-12.24464786
Steele,-11.93347536
void,-12.37270844
excited,-10.97157274
Upper,-11.73560156
pence,-12.34069698
Sumatra,-12.93064322
ago,-8.019018995
closing,-9.966404319
FM,-12.80005948
tortoise,-13.92430839
Roddick,-11.41839675
Abingdon,-14.37941825
minute,-9.79346383
downs,-12.46885978
quoting,-12.21289522
probes,-12.75962954
Owen,-11.16072665
colours,-12.05535073
seem,-9.347275107
Bellamy,-12.69799555
money,-7.854237487
Animal,-11.88819986
exists,-11.40314051
measures,-9.325159238
started,-8.681258586
internet,-9.914586023
aircraft,-9.755812649
Nicklaus,-12.90262307
timber,-12.30746008
Bridge,-10.72300753
applaud,-12.75745429
French,-8.865165827
Scottish,-9.739596463
Snow,-11.88801888
Dave,-10.80606776
Trinity,-12.26038143
tougher,-10.85716765
halted,-11.37548877
update,-10.75704204
Welcome,-12.23971665
stormy,-12.92343613
unnamed,-11.47846958
outgoing,-11.83602881
Vince,-11.95271922
course,-8.708807866
Hester,-12.71575608
offences,-11.04877566
gains,-10.04810764
fathered,-12.95099693
aspects,-11.02007785
Noel,-12.4393464
disguise,-12.58142327
trailing,-11.61453279
Timeplan,-20.55427912
studying,-10.95962578
goodbye,-12.25458352
akin,-12.3804267
lonely,-12.15155274
Latinos,-12.41653354
Purdue,-12.41252543
homage,-12.57705987
climate,-9.173725124
Carl,-11.20370533
idiots,-12.80733979
Also,-9.854871472
bits,-11.73575814
garden,-10.43568866
Idaho,-11.6036464
value,-9.020106548
latitude,-13.44731039
Waxman,-12.29726193
selfish,-12.64730783
buck,-12.35337823
pretax,-12.90312595
Maguire,-12.90161914
Le,-11.03711928
tramping,-15.72315787
names,-9.721424462
Bentley,-12.21339948
Having,-10.65626112
splendid,-12.92754786
retiree,-12.80506023
safer,-11.28113666
rampant,-12.04891201
arduous,-13.24421548
name,-8.724692019
Will,-10.13244972
Mae,-11.1212113
paved,-12.4889176
winking,-14.66228231
unless,-9.984534874
UN,-9.864286051
Abe,-12.8608095
Annual,-11.35529371
flames,-11.3114723
woodland,-12.65237973
Nestle,-12.85792298
boss,-10.28843973
iPhone,-10.31490656
Really,-12.39000845
holding,-9.492309186
roasted,-12.96213108
coup,-10.70337454
Busby,-13.99065439
online,-8.840480043
Miller,-10.19371114
sheikhs,-14.69491685
Bernanke,-10.6952752
pining,-14.70400561
steroids,-11.59206531
audit,-11.50047539
Apple,-9.833871205
tanker,-11.85752574
baby,-9.754431328
goes,-9.429087568
prolific,-12.35366928
wired,-12.8309079
firms,-9.558591861
prizes,-11.82862255
months,-7.79951471
Lionel,-12.46983608
closely,-10.09346925
Kris,-12.24803589
FEMA,-12.49558359
embargo,-12.10727218
plasma,-12.64071391
counted,-11.22948415
thesis,-12.90463461
execute,-12.30884624
Wis,-12.3864049
whisky,-12.87536852
Streets,-12.76050061
ward,-11.72812277
Harry,-10.20535647
screens,-11.24267405
Marines,-11.1536241
saga,-12.06334922
retail,-9.859508187
euro,-10.11621649
Rosa,-12.6705363
looks,-9.497215995
Buffy,-14.29710912
saves,-11.01185371
nearly,-8.453365292
tributes,-12.76224482
deluge,-13.23506731
flown,-11.22553291
anything,-9.053513604
pooling,-14.18419726
beam,-12.57452311
Angel,-11.64277653
Whoever,-12.86854803
wells,-11.99965972
IPL,-12.59425719
cue,-12.81467445
broke,-9.511829351
Miles,-11.88365663
Mission,-11.75582125
armoured,-12.67693058
bonce,-17.47412785
current,-8.552338919
Molly,-12.91373672
punished,-11.69094983
Core,-12.84978933
dinners,-12.50128479
Feminist,-14.94357463
East,-8.903873895
gap,-10.34578653
display,-10.09168337
cotton,-11.98530448
Air,-9.662928669
slang,-13.54743209
began,-8.487167011
troops,-8.724615112
sunny,-11.9348104
honorary,-12.29781064
Kitchen,-12.80597091
deficit,-9.774317144
Ellis,-11.46752539
Key,-11.61342478
Fossett,-12.87439107
swelled,-12.88568755
flats,-11.81211186
Guardian,-10.61651527
IVF,-12.58434133
violated,-11.12893878
Arroyo,-12.57127255
Founded,-11.98791745
proteins,-12.44823645
Turkey,-10.04536365
produces,-11.14822131
slogans,-12.22048454
Linux,-12.75095869
slept,-11.91628012
drew,-10.31551099
Duncan,-11.13861953
behaving,-12.76311865
Archer,-12.53932741
Prophet,-12.52166796
suits,-11.17589079
Brussels,-10.87870603
examines,-12.69963476
Oracle,-11.81634079
Nathan,-11.76174373
pleasure,-11.39554267
Utley,-12.92651791
Short,-12.30579992
faces,-9.580116196
reeling,-12.16155862
debris,-11.13047529
returns,-10.22788404
male,-10.15866119
Miranda,-12.72707283
adjacent,-11.88601724
bleak,-11.82845008
plea,-10.73933056
safe,-9.552687112
buses,-11.08760346
Futures,-12.15988418
detail,-10.64768997
info,-12.61100435
coaching,-11.13406732
remains,-8.992167211
relative,-10.59339433
Byrd,-12.22967024
basin,-12.82252603
produce,-9.678218755
Iron,-11.92022191
opposite,-10.57294346
Herman,-12.78654975
physical,-9.994273888
Vaughn,-12.88223598
Video,-11.61204139
bed,-10.30162295
cooks,-12.82021032
Yongbyon,-12.88766547
option,-9.71278286
sacked,-11.26841234
tomb,-12.69595109
young,-8.473990929
candid,-12.87390292
fence,-11.21842115
failures,-11.25536428
Stacey,-12.80232937
drag,-11.41885243
destined,-12.02169085
salad,-11.98711293
Claire,-12.07645692
attend,-10.0107178
Brent,-11.53518916
Deep,-12.3867047
Drake,-12.60203739
rave,-13.2047121
thorough,-11.93233213
audition,-12.73681391
trapped,-10.81924108
crowned,-12.53584037
Bacon,-12.64187465
Cummings,-12.90161914
takes,-9.310664004
Carling,-12.30912416
heroic,-12.39453234
Maradona,-12.65826491
Prince,-10.01804578
Cameroon,-12.58470745
notch,-12.94626396
Zayed,-12.91883004
butter,-11.61647387
head,-8.336878434
nominee,-10.44722093
erotic,-12.93894404
atom,-13.37224911
swam,-12.69554169
revoked,-12.51244404
quick,-10.09732033
Touch,-12.43903118
hurdles,-11.9388268
those,-7.435236768
Allied,-12.47048771
trashed,-13.94261671
superb,-11.57660576
sharks,-12.27744036
Marcos,-12.71076822
dividing,-12.40150848
Jean,-11.25836708
ballet,-11.97690949
Armenian,-12.66299718
cartoon,-11.9546649
Players,-11.92512412
Durham,-11.37876696
evenings,-12.55623828
Falkirk,-12.53758274
Neil,-10.89929644
sections,-11.48892332
doubting,-13.7670895
brace,-12.60278182
reserved,-11.61716902
Rhys,-12.65865796
cardiac,-12.02273162
solitary,-12.49859767
outs,-11.92872168
Mushers,-17.29657367
empower,-12.92446309
kudos,-13.73771312
laying,-11.61328663
seminar,-12.73341461
waiting,-9.752857972
wakes,-13.53317402
Insp,-11.96503575
Without,-10.72933365
updates,-11.48113298
Mount,-11.16734981
Please,-11.22440626
Milan,-10.56767744
guardian,-12.54915783
Visa,-12.41406586
Metro,-11.22243824
fixes,-12.8110009
baldies,-18.77829063
Province,-11.48222441
pale,-12.11022456
profit,-9.381246297
treat,-10.39317281
validity,-12.90715548
setbacks,-12.35773933
Given,-10.70087117
Madison,-11.39376438
desires,-12.86854803
members,-8.197509635
spittle,-16.30029299
MIAMI,-11.89386284
curbs,-12.61778178
tumour,-12.82438261
happily,-11.91160725
Hathaway,-12.42834488
contacts,-11.41771265
programs,-9.341350556
Railway,-12.7082835
tear,-11.2843186
militant,-10.37467775
tourists,-10.43824913
Anaheim,-11.94555588
platinum,-12.68700278
advances,-11.47834754
tribal,-10.51247066
academy,-11.42731881
marathon,-11.50394308
Yale,-11.59790697
farce,-12.92651791
seeks,-10.91500398
vantage,-13.65656541
so,-7.056136625
aura,-12.80871144
tents,-11.82742175
EDF,-12.37834286
bee,-12.92960936
Smart,-11.84610861
crops,-11.16478381
levelled,-12.75615218
Postal,-12.35541142
whoever,-12.0321538
Caracas,-12.56408549
vowing,-12.51210348
beta,-12.82252603
ratings,-10.426103
plan,-8.258829318
salvage,-12.30276143
Fawlty,-14.31757726
Sherman,-12.62270632
honors,-11.94864825
Shell,-11.33780696
Annie,-12.36416907
odds,-10.84137583
Letter,-12.87390292
speaker,-11.05098153
trustees,-12.34788311
scarf,-12.66616462
Portland,-11.19510724
unsure,-12.10772556
turbine,-12.4578502
employee,-10.32188017
save,-9.33001493
barely,-10.53020909
Ky,-12.45656329
Bono,-12.73937094
ratified,-12.23609767
cute,-12.26914046
armed,-9.83482908
Olson,-12.3804267
Con,-12.66656112
nave,-15.34212678
stable,-10.5111826
Mrs,-9.870128631
gown,-12.46043002
guest,-10.8604212
dash,-12.41931851
Sixties,-13.27873653
THIS,-12.69758615
mad,-11.5488481
allow,-9.001204167
Services,-9.828446314
Parents,-11.60969506
ONS,-12.88026865
shutdown,-12.38251515
housing,-9.212851341
Terry,-10.57843581
Alison,-12.42771904
lessons,-10.80286279
sheet,-10.9071874
youngest,-11.14509671
cruised,-12.71409062
Thomas,-9.592695449
polo,-12.83137556
Chinese,-8.752357348
scam,-11.90510176
medieval,-12.04634877
Lockheed,-12.12166219
enraged,-12.84172061
clan,-12.21896253
AG,-11.92777347
highways,-12.00763357
Brad,-11.00271958
Stephens,-12.88322148
Radio,-10.34586412
ballroom,-12.76268185
battery,-11.06487833
Cumbrian,-13.88732243
tic,-15.38328779
Too,-11.44330059
compare,-11.39198748
laugh,-11.34317889
recruit,-11.57820836
Koreans,-11.77760071
Asset,-11.7676996
Dudley,-12.63186116
Judith,-12.49524879
mark,-9.841111914
lush,-12.44760002
mornings,-13.01804935
autistic,-12.76881524
owing,-12.44919341
roll,-10.77405446
well,-7.629288739
stresses,-12.48460947
Ochoa,-12.49725711
bag,-10.48062821
jolt,-12.9425964
Vera,-12.53828042
concedes,-12.87243917
debit,-12.22787745
Jane,-11.09920503
wish,-10.3622431
ahead,-8.698934611
Boyle,-11.62581891
Director,-10.46080825
phone,-9.046476904
wheat,-11.54560951
grapes,-12.58653639
sporadic,-12.65551424
sensed,-13.18453086
Birds,-13.06597766
Part,-11.22150339
hustling,-14.42671565
Bates,-12.69922421
Aviv,-12.28310242
identity,-10.28465842
enabled,-11.71501553
salaries,-11.10935368
budgets,-11.12281989
Ono,-13.62918376
GM,-9.762051273
Dempsey,-12.83371752
Motors,-10.59514268
Homeland,-11.26381638
lucky,-10.78644605
retain,-10.88223129
rides,-11.91759213
courted,-12.90765951
staples,-12.84978933
Prescott,-12.65826491
pulses,-13.83110482
punching,-12.61401014
cult,-11.81905715
Note,-12.1386
rugby,-10.76116459
edge,-10.11565834
coronary,-12.83794691
admire,-12.29233739
Click,-10.9355191
Cyborgs,-19.85098904
Indiana,-10.51847189
Buckeyes,-12.88964639
visited,-10.11460698
greeted,-11.29775349
wound,-11.01938938
Funding,-12.87146541
Hory,-19.54814384
inning,-10.54213164
process,-8.779946232
surveys,-11.33822718
outfit,-11.66220436
Joy,-12.61363482
Court,-8.71469972
terrible,-10.8994316
Mirror,-12.2286449
libel,-12.53897811
govern,-12.01195391
generate,-10.64595244
Caldwell,-12.42149031
pleased,-10.59045392
pricing,-10.97208346
trucks,-10.65636772
heading,-10.24411519
earnings,-9.523676151
Ibrahim,-11.89020634
forks,-14.51843683
worries,-10.69169007
patient,-9.94514455
obsessed,-12.11775931
sexual,-9.829467971
Cool,-12.84077632
flashes,-12.73596288
feeling,-9.923485514
